semitone
60
59
58
57
58
59
60
61
62
63
62
63
62
61
60
61
60
61
60
61
60
59
58
57
58
57
58
59
58
57
999
59
58
59
60
61
62
63
64
65
66
67
66
65
66
67
999
59
58
57
58
59
60
61
62
63
64
65
64
63
62
61
60
59
58
57
999
59
58
59
60
61
62
63
64
65
66
67
68
67
66
65
66
65
66
65
64
63
999
