semitone
78
79
78
77
76
75
74
75
74
75
74
73
999
75
76
75
999
79
78
77
76
75
74
75
74
75
74
73
72
73
72
71
70
69
68
67
66
67
68
999
67
68
67
68
69
70
999
77
78
79
78
79
78
79
78
77
76
75
74
73
999
75
999
74
73
74
75
999
76
75
999
75
999
78
999
81
82
81
82
81
80
999
82
81
999
77
78
77
78
77
999
