semitone
81
80
79
81
80
79
80
81
80
79
81
79
81
80
79
60
78
77
76
74
77
76
81
80
79
81
80
79
81
80
79
82
81
79
78
77
76
74
77
76
81
79
81
80
79
80
81
80
79
81
79
74
78
77
76
74
77
76
72
74
72
69
71
72
74
77
76
78
77
74
