semitone
78
79
78
77
76
75
74
75
74
75
74
73
75
76
75
79
78
77
76
75
74
75
74
75
74
73
72
73
72
71
70
69
68
67
66
67
68
67
68
67
68
69
70
77
78
79
78
79
78
79
78
77
76
75
74
73
75
74
73
74
75
76
75
78
81
82
81
82
81
80
82
81
77
78
77
78
77
